"","dates","DOY","hour","forage.time.minute","forage.bout.minute","zen"
"4525",1990-07-08 12:00:00,NA,NA,NA,NA,NA
"4526",1990-07-08 13:00:00,NA,NA,NA,NA,NA
"4527",1990-07-08 14:00:00,NA,NA,NA,NA,NA
"4528",1990-07-08 15:00:00,NA,NA,NA,NA,NA
"4529",1990-07-08 16:00:00,NA,NA,NA,NA,NA
"4530",1990-07-08 17:00:00,NA,NA,NA,NA,NA
"4531",1990-07-08 18:00:00,NA,NA,NA,NA,NA
"4532",1990-07-08 19:00:00,NA,NA,NA,NA,NA
"4533",1990-07-08 20:00:00,NA,NA,NA,NA,NA
"4534",1990-07-08 21:00:00,NA,NA,NA,NA,NA
"4535",1990-07-08 22:00:00,NA,NA,NA,NA,NA
"4536",1990-07-08 23:00:00,NA,NA,NA,NA,NA
"4537",1990-07-09 00:00:00,NA,NA,NA,NA,NA
"4538",1990-07-09 01:00:00,NA,NA,NA,NA,NA
"4539",1990-07-09 02:00:00,NA,NA,NA,NA,NA
"4540",1990-07-09 03:00:00,NA,NA,NA,NA,NA
"4541",1990-07-09 04:00:00,NA,NA,NA,NA,NA
"4542",1990-07-09 05:00:00,NA,NA,NA,NA,NA
"4543",1990-07-09 06:00:00,NA,NA,NA,NA,NA
"4544",1990-07-09 07:00:00,NA,NA,NA,NA,NA
"4545",1990-07-09 08:00:00,NA,NA,NA,NA,NA
"4546",1990-07-09 09:00:00,NA,NA,NA,NA,NA
"4547",1990-07-09 10:00:00,NA,NA,NA,NA,NA
"4548",1990-07-09 11:00:00,NA,NA,NA,NA,NA
"4549",1990-07-09 12:00:00,NA,NA,NA,NA,NA
"4550",1990-07-09 13:00:00,NA,NA,NA,NA,NA
"4551",1990-07-09 14:00:00,NA,NA,NA,NA,NA
"4552",1990-07-09 15:00:00,NA,NA,NA,NA,NA
"4553",1990-07-09 16:00:00,NA,NA,NA,NA,NA
"4554",1990-07-09 17:00:00,NA,NA,NA,NA,NA
"4555",1990-07-09 18:00:00,NA,NA,NA,NA,NA
"4556",1990-07-09 19:00:00,NA,NA,NA,NA,NA
"4557",1990-07-09 20:00:00,NA,NA,NA,NA,NA
"4558",1990-07-09 21:00:00,NA,NA,NA,NA,NA
"4559",1990-07-09 22:00:00,NA,NA,NA,NA,NA
"4560",1990-07-09 23:00:00,NA,NA,NA,NA,NA
"4561",1990-07-10 00:00:00,NA,NA,NA,NA,NA
"4562",1990-07-10 01:00:00,NA,NA,NA,NA,NA
"4563",1990-07-10 02:00:00,NA,NA,NA,NA,NA
"4564",1990-07-10 03:00:00,NA,NA,NA,NA,NA
"4565",1990-07-10 04:00:00,NA,NA,NA,NA,NA
"4566",1990-07-10 05:00:00,NA,NA,NA,NA,NA
"4567",1990-07-10 06:00:00,NA,NA,NA,NA,NA
"4568",1990-07-10 07:00:00,NA,NA,NA,NA,NA
"4569",1990-07-10 08:00:00,NA,NA,NA,NA,NA
"4570",1990-07-10 09:00:00,NA,NA,NA,NA,NA
"4571",1990-07-10 10:00:00,NA,NA,NA,NA,NA
"4572",1990-07-10 11:00:00,NA,NA,NA,NA,NA
"4573",1990-07-10 12:00:00,NA,NA,NA,NA,NA
"4574",1990-07-10 13:00:00,NA,NA,NA,NA,NA
"4575",1990-07-10 14:00:00,NA,NA,NA,NA,NA
"4576",1990-07-10 15:00:00,NA,NA,NA,NA,NA
"4577",1990-07-10 16:00:00,NA,NA,NA,NA,NA
"4578",1990-07-10 17:00:00,NA,NA,NA,NA,NA
"4579",1990-07-10 18:00:00,NA,NA,NA,NA,NA
"4580",1990-07-10 19:00:00,NA,NA,NA,NA,NA
"4581",1990-07-10 20:00:00,NA,NA,NA,NA,NA
"4582",1990-07-10 21:00:00,NA,NA,NA,NA,NA
"4583",1990-07-10 22:00:00,NA,NA,NA,NA,NA
"4584",1990-07-10 23:00:00,NA,NA,NA,NA,NA
"4585",1990-07-11 00:00:00,NA,NA,NA,NA,NA
"4586",1990-07-11 01:00:00,NA,NA,NA,NA,NA
"4587",1990-07-11 02:00:00,NA,NA,NA,NA,NA
"4588",1990-07-11 03:00:00,NA,NA,NA,NA,NA
"4589",1990-07-11 04:00:00,NA,NA,NA,NA,NA
"4590",1990-07-11 05:00:00,NA,NA,NA,NA,NA
"4591",1990-07-11 06:00:00,NA,NA,NA,NA,NA
"4592",1990-07-11 07:00:00,NA,NA,NA,NA,NA
"4593",1990-07-11 08:00:00,NA,NA,NA,NA,NA
"4594",1990-07-11 09:00:00,NA,NA,NA,NA,NA
"4595",1990-07-11 10:00:00,NA,NA,NA,NA,NA
"4596",1990-07-11 11:00:00,NA,NA,NA,NA,NA
"4597",1990-07-11 12:00:00,NA,NA,NA,NA,NA
"4598",1990-07-11 13:00:00,NA,NA,NA,NA,NA
"4599",1990-07-11 14:00:00,NA,NA,NA,NA,NA
"4600",1990-07-11 15:00:00,NA,NA,NA,NA,NA
"4601",1990-07-11 16:00:00,NA,NA,NA,NA,NA
"4602",1990-07-11 17:00:00,NA,NA,NA,NA,NA
"4603",1990-07-11 18:00:00,NA,NA,NA,NA,NA
"4604",1990-07-11 19:00:00,NA,NA,NA,NA,NA
"4605",1990-07-11 20:00:00,NA,NA,NA,NA,NA
"4606",1990-07-11 21:00:00,NA,NA,NA,NA,NA
"4607",1990-07-11 22:00:00,NA,NA,NA,NA,NA
"4608",1990-07-11 23:00:00,NA,NA,NA,NA,NA
"4609",1990-07-12 00:00:00,NA,NA,NA,NA,NA
"4610",1990-07-12 01:00:00,NA,NA,NA,NA,NA
"4611",1990-07-12 02:00:00,NA,NA,NA,NA,NA
"4612",1990-07-12 03:00:00,NA,NA,NA,NA,NA
"4613",1990-07-12 04:00:00,NA,NA,NA,NA,NA
"4614",1990-07-12 05:00:00,NA,NA,NA,NA,NA
"4615",1990-07-12 06:00:00,NA,NA,NA,NA,NA
"4616",1990-07-12 07:00:00,NA,NA,NA,NA,NA
"4617",1990-07-12 08:00:00,NA,NA,NA,NA,NA
"4618",1990-07-12 09:00:00,NA,NA,NA,NA,NA
"4619",1990-07-12 10:00:00,NA,NA,NA,NA,NA
"4620",1990-07-12 11:00:00,NA,NA,NA,NA,NA
"4621",1990-07-12 12:00:00,NA,NA,NA,NA,NA
"4622",1990-07-12 13:00:00,NA,NA,NA,NA,NA
"4623",1990-07-12 14:00:00,NA,NA,NA,NA,NA
"4624",1990-07-12 15:00:00,NA,NA,NA,NA,NA
"4625",1990-07-12 16:00:00,NA,NA,NA,NA,NA
"4626",1990-07-12 17:00:00,NA,NA,NA,NA,NA
"4627",1990-07-12 18:00:00,NA,NA,NA,NA,NA
"4628",1990-07-12 19:00:00,NA,NA,NA,NA,NA
"4629",1990-07-12 20:00:00,NA,NA,NA,NA,NA
"4630",1990-07-12 21:00:00,NA,NA,NA,NA,NA
"4631",1990-07-12 22:00:00,NA,NA,NA,NA,NA
"4632",1990-07-12 23:00:00,NA,NA,NA,NA,NA
"4633",1990-07-13 00:00:00,NA,NA,NA,NA,NA
"4634",1990-07-13 01:00:00,NA,NA,NA,NA,NA
"4635",1990-07-13 02:00:00,NA,NA,NA,NA,NA
"4636",1990-07-13 03:00:00,NA,NA,NA,NA,NA
"4637",1990-07-13 04:00:00,NA,NA,NA,NA,NA
"4638",1990-07-13 05:00:00,NA,NA,NA,NA,NA
"4639",1990-07-13 06:00:00,NA,NA,NA,NA,NA
"4640",1990-07-13 07:00:00,NA,NA,NA,NA,NA
"4641",1990-07-13 08:00:00,NA,NA,NA,NA,NA
"4642",1990-07-13 09:00:00,NA,NA,NA,NA,NA
"4643",1990-07-13 10:00:00,NA,NA,NA,NA,NA
"4644",1990-07-13 11:00:00,NA,NA,NA,NA,NA
"4645",1990-07-13 12:00:00,NA,NA,NA,NA,NA
"4646",1990-07-13 13:00:00,NA,NA,NA,NA,NA
"4647",1990-07-13 14:00:00,NA,NA,NA,NA,NA
"4648",1990-07-13 15:00:00,NA,NA,NA,NA,NA
"4649",1990-07-13 16:00:00,NA,NA,NA,NA,NA
"4650",1990-07-13 17:00:00,NA,NA,NA,NA,NA
"4651",1990-07-13 18:00:00,NA,NA,NA,NA,NA
"4652",1990-07-13 19:00:00,NA,NA,NA,NA,NA
"4653",1990-07-13 20:00:00,NA,NA,NA,NA,NA
"4654",1990-07-13 21:00:00,NA,NA,NA,NA,NA
"4655",1990-07-13 22:00:00,NA,NA,NA,NA,NA
"4656",1990-07-13 23:00:00,NA,NA,NA,NA,NA
"4657",1990-07-14 00:00:00,NA,NA,NA,NA,NA
"4658",1990-07-14 01:00:00,NA,NA,NA,NA,NA
"4659",1990-07-14 02:00:00,NA,NA,NA,NA,NA
"4660",1990-07-14 03:00:00,NA,NA,NA,NA,NA
"4661",1990-07-14 04:00:00,NA,NA,NA,NA,NA
"4662",1990-07-14 05:00:00,NA,NA,NA,NA,NA
"4663",1990-07-14 06:00:00,NA,NA,NA,NA,NA
"4664",1990-07-14 07:00:00,NA,NA,NA,NA,NA
"4665",1990-07-14 08:00:00,NA,NA,NA,NA,NA
"4666",1990-07-14 09:00:00,NA,NA,NA,NA,NA
"4667",1990-07-14 10:00:00,NA,NA,NA,NA,NA
"4668",1990-07-14 11:00:00,NA,NA,NA,NA,NA
"4669",1990-07-14 12:00:00,NA,NA,NA,NA,NA
"4670",1990-07-14 13:00:00,NA,NA,NA,NA,NA
"4671",1990-07-14 14:00:00,NA,NA,NA,NA,NA
"4672",1990-07-14 15:00:00,NA,NA,NA,NA,NA
"4673",1990-07-14 16:00:00,NA,NA,NA,NA,NA
"4674",1990-07-14 17:00:00,NA,NA,NA,NA,NA
"4675",1990-07-14 18:00:00,NA,NA,NA,NA,NA
"4676",1990-07-14 19:00:00,NA,NA,NA,NA,NA
"4677",1990-07-14 20:00:00,NA,NA,NA,NA,NA
"4678",1990-07-14 21:00:00,NA,NA,NA,NA,NA
"4679",1990-07-14 22:00:00,NA,NA,NA,NA,NA
"4680",1990-07-14 23:00:00,NA,NA,NA,NA,NA
"4681",1990-07-15 00:00:00,NA,NA,NA,NA,NA
"4682",1990-07-15 01:00:00,NA,NA,NA,NA,NA
"4683",1990-07-15 02:00:00,NA,NA,NA,NA,NA
"4684",1990-07-15 03:00:00,NA,NA,NA,NA,NA
"4685",1990-07-15 04:00:00,NA,NA,NA,NA,NA
"4686",1990-07-15 05:00:00,NA,NA,NA,NA,NA
"4687",1990-07-15 06:00:00,NA,NA,NA,NA,NA
"4688",1990-07-15 07:00:00,NA,NA,NA,NA,NA
"4689",1990-07-15 08:00:00,NA,NA,NA,NA,NA
"4690",1990-07-15 09:00:00,NA,NA,NA,NA,NA
"4691",1990-07-15 10:00:00,NA,NA,NA,NA,NA
"4692",1990-07-15 11:00:00,NA,NA,NA,NA,NA
"4693",1990-07-15 12:00:00,NA,NA,NA,NA,NA
"4694",1990-07-15 13:00:00,NA,NA,NA,NA,NA
"4695",1990-07-15 14:00:00,NA,NA,NA,NA,NA
"4696",1990-07-15 15:00:00,NA,NA,NA,NA,NA
"4697",1990-07-15 16:00:00,NA,NA,NA,NA,NA
"4698",1990-07-15 17:00:00,NA,NA,NA,NA,NA
"4699",1990-07-15 18:00:00,NA,NA,NA,NA,NA
"4700",1990-07-15 19:00:00,NA,NA,NA,NA,NA
"4701",1990-07-15 20:00:00,NA,NA,NA,NA,NA
"4702",1990-07-15 21:00:00,NA,NA,NA,NA,NA
"4703",1990-07-15 22:00:00,NA,NA,NA,NA,NA
"4704",1990-07-15 23:00:00,NA,NA,NA,NA,NA
"4705",1990-07-16 00:00:00,NA,NA,NA,NA,NA
"4706",1990-07-16 01:00:00,NA,NA,NA,NA,NA
"4707",1990-07-16 02:00:00,NA,NA,NA,NA,NA
"4708",1990-07-16 03:00:00,NA,NA,NA,NA,NA
"4709",1990-07-16 04:00:00,NA,NA,NA,NA,NA
"4710",1990-07-16 05:00:00,NA,NA,NA,NA,NA
"4711",1990-07-16 06:00:00,NA,NA,NA,NA,NA
"4712",1990-07-16 07:00:00,NA,NA,NA,NA,NA
"4713",1990-07-16 08:00:00,NA,NA,NA,NA,NA
"4714",1990-07-16 09:00:00,NA,NA,NA,NA,NA
"4715",1990-07-16 10:00:00,NA,NA,NA,NA,NA
"4716",1990-07-16 11:00:00,NA,NA,NA,NA,NA
"4717",1990-07-16 12:00:00,NA,NA,NA,NA,NA
"4718",1990-07-16 13:00:00,NA,NA,NA,NA,NA
"4719",1990-07-16 14:00:00,NA,NA,NA,NA,NA
"4720",1990-07-16 15:00:00,NA,NA,NA,NA,NA
"4721",1990-07-16 16:00:00,NA,NA,NA,NA,NA
"4722",1990-07-16 17:00:00,NA,NA,NA,NA,NA
"4723",1990-07-16 18:00:00,NA,NA,NA,NA,NA
"4724",1990-07-16 19:00:00,NA,NA,NA,NA,NA
"4725",1990-07-16 20:00:00,NA,NA,NA,NA,NA
"4726",1990-07-16 21:00:00,NA,NA,NA,NA,NA
"4727",1990-07-16 22:00:00,NA,NA,NA,NA,NA
"4728",1990-07-16 23:00:00,NA,NA,NA,NA,NA
"4729",1990-07-17 00:00:00,NA,NA,NA,NA,NA
"4730",1990-07-17 01:00:00,NA,NA,NA,NA,NA
"4731",1990-07-17 02:00:00,NA,NA,NA,NA,NA
"4732",1990-07-17 03:00:00,NA,NA,NA,NA,NA
"4733",1990-07-17 04:00:00,NA,NA,NA,NA,NA
"4734",1990-07-17 05:00:00,NA,NA,NA,NA,NA
"4735",1990-07-17 06:00:00,NA,NA,NA,NA,NA
"4736",1990-07-17 07:00:00,NA,NA,NA,NA,NA
"4737",1990-07-17 08:00:00,NA,NA,NA,NA,NA
"4738",1990-07-17 09:00:00,NA,NA,NA,NA,NA
"4739",1990-07-17 10:00:00,NA,NA,NA,NA,NA
"4740",1990-07-17 11:00:00,NA,NA,NA,NA,NA
"4741",1990-07-17 12:00:00,NA,NA,NA,NA,NA
"4742",1990-07-17 13:00:00,NA,NA,NA,NA,NA
"4743",1990-07-17 14:00:00,NA,NA,NA,NA,NA
"4744",1990-07-17 15:00:00,NA,NA,NA,NA,NA
"4745",1990-07-17 16:00:00,NA,NA,NA,NA,NA
"4746",1990-07-17 17:00:00,NA,NA,NA,NA,NA
"4747",1990-07-17 18:00:00,NA,NA,NA,NA,NA
"4748",1990-07-17 19:00:00,NA,NA,NA,NA,NA
"4749",1990-07-17 20:00:00,NA,NA,NA,NA,NA
"4750",1990-07-17 21:00:00,NA,NA,NA,NA,NA
"4751",1990-07-17 22:00:00,NA,NA,NA,NA,NA
"4752",1990-07-17 23:00:00,NA,NA,NA,NA,NA
"4753",1990-07-18 00:00:00,NA,NA,NA,NA,NA
"4754",1990-07-18 01:00:00,NA,NA,NA,NA,NA
"4755",1990-07-18 02:00:00,NA,NA,NA,NA,NA
"4756",1990-07-18 03:00:00,NA,NA,NA,NA,NA
"4757",1990-07-18 04:00:00,NA,NA,NA,NA,NA
"4758",1990-07-18 05:00:00,NA,NA,NA,NA,NA
"4759",1990-07-18 06:00:00,NA,NA,NA,NA,NA
"4760",1990-07-18 07:00:00,NA,NA,NA,NA,NA
"4761",1990-07-18 08:00:00,NA,NA,NA,NA,NA
"4762",1990-07-18 09:00:00,NA,NA,NA,NA,NA
"4763",1990-07-18 10:00:00,NA,NA,NA,NA,NA
"4764",1990-07-18 11:00:00,NA,NA,NA,NA,NA
"4765",1990-07-18 12:00:00,NA,NA,NA,NA,NA
"4766",1990-07-18 13:00:00,NA,NA,NA,NA,NA
"4767",1990-07-18 14:00:00,NA,NA,NA,NA,NA
"4768",1990-07-18 15:00:00,NA,NA,NA,NA,NA
"4769",1990-07-18 16:00:00,NA,NA,NA,NA,NA
"4770",1990-07-18 17:00:00,NA,NA,NA,NA,NA
"4771",1990-07-18 18:00:00,NA,NA,NA,NA,NA
"4772",1990-07-18 19:00:00,NA,NA,NA,NA,NA
"4773",1990-07-18 20:00:00,NA,NA,NA,NA,NA
"4774",1990-07-18 21:00:00,NA,NA,NA,NA,NA
"4775",1990-07-18 22:00:00,NA,NA,NA,NA,NA
"4776",1990-07-18 23:00:00,NA,NA,NA,NA,NA
"4777",1990-07-19 00:00:00,NA,NA,NA,NA,NA
"4778",1990-07-19 01:00:00,NA,NA,NA,NA,NA
"4779",1990-07-19 02:00:00,NA,NA,NA,NA,NA
"4780",1990-07-19 03:00:00,NA,NA,NA,NA,NA
"4781",1990-07-19 04:00:00,NA,NA,NA,NA,NA
"4782",1990-07-19 05:00:00,NA,NA,NA,NA,NA
"4783",1990-07-19 06:00:00,NA,NA,NA,NA,NA
"4784",1990-07-19 07:00:00,NA,NA,NA,NA,NA
"4785",1990-07-19 08:00:00,NA,NA,NA,NA,NA
"4786",1990-07-19 09:00:00,NA,NA,NA,NA,NA
"4787",1990-07-19 10:00:00,NA,NA,NA,NA,NA
"4788",1990-07-19 11:00:00,NA,NA,NA,NA,NA
"4789",1990-07-19 12:00:00,NA,NA,NA,NA,NA
"4790",1990-07-19 13:00:00,NA,NA,NA,NA,NA
"4791",1990-07-19 14:00:00,NA,NA,NA,NA,NA
"4792",1990-07-19 15:00:00,NA,NA,NA,NA,NA
"4793",1990-07-19 16:00:00,NA,NA,NA,NA,NA
"4794",1990-07-19 17:00:00,NA,NA,NA,NA,NA
"4795",1990-07-19 18:00:00,NA,NA,NA,NA,NA
"4796",1990-07-19 19:00:00,NA,NA,NA,NA,NA
"4797",1990-07-19 20:00:00,NA,NA,NA,NA,NA
"4798",1990-07-19 21:00:00,NA,NA,NA,NA,NA
"4799",1990-07-19 22:00:00,NA,NA,NA,NA,NA
"4800",1990-07-19 23:00:00,NA,NA,NA,NA,NA
"4801",1990-07-20 00:00:00,NA,NA,NA,NA,NA
"4802",1990-07-20 01:00:00,NA,NA,NA,NA,NA
"4803",1990-07-20 02:00:00,NA,NA,NA,NA,NA
"4804",1990-07-20 03:00:00,NA,NA,NA,NA,NA
"4805",1990-07-20 04:00:00,NA,NA,NA,NA,NA
"4806",1990-07-20 05:00:00,NA,NA,NA,NA,NA
"4807",1990-07-20 06:00:00,NA,NA,NA,NA,NA
"4808",1990-07-20 07:00:00,NA,NA,NA,NA,NA
"4809",1990-07-20 08:00:00,NA,NA,NA,NA,NA
"4810",1990-07-20 09:00:00,NA,NA,NA,NA,NA
"4811",1990-07-20 10:00:00,NA,NA,NA,NA,NA
"4812",1990-07-20 11:00:00,NA,NA,NA,NA,NA
"4813",1990-07-20 12:00:00,NA,NA,NA,NA,NA
"4814",1990-07-20 13:00:00,NA,NA,NA,NA,NA
"4815",1990-07-20 14:00:00,NA,NA,NA,NA,NA
"4816",1990-07-20 15:00:00,NA,NA,NA,NA,NA
"4817",1990-07-20 16:00:00,NA,NA,NA,NA,NA
"4818",1990-07-20 17:00:00,NA,NA,NA,NA,NA
"4819",1990-07-20 18:00:00,NA,NA,NA,NA,NA
"4820",1990-07-20 19:00:00,NA,NA,NA,NA,NA
"4821",1990-07-20 20:00:00,NA,NA,NA,NA,NA
"4822",1990-07-20 21:00:00,NA,NA,NA,NA,NA
"4823",1990-07-20 22:00:00,NA,NA,NA,NA,NA
"4824",1990-07-20 23:00:00,NA,NA,NA,NA,NA
"4825",1990-07-21 00:00:00,NA,NA,NA,NA,NA
"4826",1990-07-21 01:00:00,NA,NA,NA,NA,NA
"4827",1990-07-21 02:00:00,NA,NA,NA,NA,NA
"4828",1990-07-21 03:00:00,NA,NA,NA,NA,NA
"4829",1990-07-21 04:00:00,NA,NA,NA,NA,NA
"4830",1990-07-21 05:00:00,NA,NA,NA,NA,NA
"4831",1990-07-21 06:00:00,NA,NA,NA,NA,NA
"4832",1990-07-21 07:00:00,NA,NA,NA,NA,NA
"4833",1990-07-21 08:00:00,NA,NA,NA,NA,NA
"4834",1990-07-21 09:00:00,NA,NA,NA,NA,NA
"4835",1990-07-21 10:00:00,NA,NA,NA,NA,NA
"4836",1990-07-21 11:00:00,NA,NA,NA,NA,NA
"4837",1990-07-21 12:00:00,NA,NA,NA,NA,NA
"4838",1990-07-21 13:00:00,NA,NA,NA,NA,NA
"4839",1990-07-21 14:00:00,NA,NA,NA,NA,NA
"4840",1990-07-21 15:00:00,NA,NA,NA,NA,NA
"4841",1990-07-21 16:00:00,NA,NA,NA,NA,NA
"4842",1990-07-21 17:00:00,NA,NA,NA,NA,NA
"4843",1990-07-21 18:00:00,NA,NA,NA,NA,NA
"4844",1990-07-21 19:00:00,NA,NA,NA,NA,NA
"4845",1990-07-21 20:00:00,NA,NA,NA,NA,NA
"4846",1990-07-21 21:00:00,NA,NA,NA,NA,NA
"4847",1990-07-21 22:00:00,NA,NA,NA,NA,NA
"4848",1990-07-21 23:00:00,NA,NA,NA,NA,NA
"4849",1990-07-22 00:00:00,NA,NA,NA,NA,NA
"4850",1990-07-22 01:00:00,NA,NA,NA,NA,NA
"4851",1990-07-22 02:00:00,NA,NA,NA,NA,NA
"4852",1990-07-22 03:00:00,NA,NA,NA,NA,NA
"4853",1990-07-22 04:00:00,NA,NA,NA,NA,NA
"4854",1990-07-22 05:00:00,NA,NA,NA,NA,NA
"4855",1990-07-22 06:00:00,NA,NA,NA,NA,NA
"4856",1990-07-22 07:00:00,NA,NA,NA,NA,NA
"4857",1990-07-22 08:00:00,NA,NA,NA,NA,NA
"4858",1990-07-22 09:00:00,NA,NA,NA,NA,NA
"4859",1990-07-22 10:00:00,NA,NA,NA,NA,NA
"4860",1990-07-22 11:00:00,NA,NA,NA,NA,NA
"4861",1990-07-22 12:00:00,NA,NA,NA,NA,NA
"4862",1990-07-22 13:00:00,NA,NA,NA,NA,NA
"4863",1990-07-22 14:00:00,NA,NA,NA,NA,NA
"4864",1990-07-22 15:00:00,NA,NA,NA,NA,NA
"4865",1990-07-22 16:00:00,NA,NA,NA,NA,NA
"4866",1990-07-22 17:00:00,NA,NA,NA,NA,NA
"4867",1990-07-22 18:00:00,NA,NA,NA,NA,NA
"4868",1990-07-22 19:00:00,NA,NA,NA,NA,NA
"4869",1990-07-22 20:00:00,NA,NA,NA,NA,NA
"4870",1990-07-22 21:00:00,NA,NA,NA,NA,NA
"4871",1990-07-22 22:00:00,NA,NA,NA,NA,NA
"4872",1990-07-22 23:00:00,NA,NA,NA,NA,NA
"4873",1990-07-23 00:00:00,NA,NA,NA,NA,NA
"4874",1990-07-23 01:00:00,NA,NA,NA,NA,NA
"4875",1990-07-23 02:00:00,NA,NA,NA,NA,NA
"4876",1990-07-23 03:00:00,NA,NA,NA,NA,NA
"4877",1990-07-23 04:00:00,NA,NA,NA,NA,NA
"4878",1990-07-23 05:00:00,NA,NA,NA,NA,NA
"4879",1990-07-23 06:00:00,NA,NA,NA,NA,NA
"4880",1990-07-23 07:00:00,NA,NA,NA,NA,NA
"4881",1990-07-23 08:00:00,NA,NA,NA,NA,NA
"4882",1990-07-23 09:00:00,NA,NA,NA,NA,NA
"4883",1990-07-23 10:00:00,NA,NA,NA,NA,NA
"4884",1990-07-23 11:00:00,NA,NA,NA,NA,NA
"4885",1990-07-23 12:00:00,NA,NA,NA,NA,NA
"4886",1990-07-23 13:00:00,NA,NA,NA,NA,NA
"4887",1990-07-23 14:00:00,NA,NA,NA,NA,NA
"4888",1990-07-23 15:00:00,NA,NA,NA,NA,NA
"4889",1990-07-23 16:00:00,NA,NA,NA,NA,NA
"4890",1990-07-23 17:00:00,NA,NA,NA,NA,NA
"4891",1990-07-23 18:00:00,NA,NA,NA,NA,NA
"4892",1990-07-23 19:00:00,NA,NA,NA,NA,NA
"4893",1990-07-23 20:00:00,NA,NA,NA,NA,NA
"4894",1990-07-23 21:00:00,NA,NA,NA,NA,NA
"4895",1990-07-23 22:00:00,NA,NA,NA,NA,NA
"4896",1990-07-23 23:00:00,NA,NA,NA,NA,NA
"4897",1990-07-24 00:00:00,NA,NA,NA,NA,NA
"4898",1990-07-24 01:00:00,NA,NA,NA,NA,NA
"4899",1990-07-24 02:00:00,NA,NA,NA,NA,NA
"4900",1990-07-24 03:00:00,NA,NA,NA,NA,NA
"4901",1990-07-24 04:00:00,NA,NA,NA,NA,NA
"4902",1990-07-24 05:00:00,NA,NA,NA,NA,NA
"4903",1990-07-24 06:00:00,NA,NA,NA,NA,NA
"4904",1990-07-24 07:00:00,NA,NA,NA,NA,NA
"4905",1990-07-24 08:00:00,NA,NA,NA,NA,NA
"4906",1990-07-24 09:00:00,NA,NA,NA,NA,NA
"4907",1990-07-24 10:00:00,NA,NA,NA,NA,NA
"4908",1990-07-24 11:00:00,NA,NA,NA,NA,NA
"4909",1990-07-24 12:00:00,NA,NA,NA,NA,NA
"4910",1990-07-24 13:00:00,NA,NA,NA,NA,NA
"4911",1990-07-24 14:00:00,NA,NA,NA,NA,NA
"4912",1990-07-24 15:00:00,NA,NA,NA,NA,NA
"4913",1990-07-24 16:00:00,NA,NA,NA,NA,NA
"4914",1990-07-24 17:00:00,NA,NA,NA,NA,NA
"4915",1990-07-24 18:00:00,NA,NA,NA,NA,NA
"4916",1990-07-24 19:00:00,NA,NA,NA,NA,NA
"4917",1990-07-24 20:00:00,NA,NA,NA,NA,NA
"4918",1990-07-24 21:00:00,NA,NA,NA,NA,NA
"4919",1990-07-24 22:00:00,NA,NA,NA,NA,NA
"4920",1990-07-24 23:00:00,NA,NA,NA,NA,NA
"4921",1990-07-25 00:00:00,NA,NA,NA,NA,NA
"4922",1990-07-25 01:00:00,NA,NA,NA,NA,NA
"4923",1990-07-25 02:00:00,NA,NA,NA,NA,NA
"4924",1990-07-25 03:00:00,NA,NA,NA,NA,NA
"4925",1990-07-25 04:00:00,NA,NA,NA,NA,NA
"4926",1990-07-25 05:00:00,NA,NA,NA,NA,NA
"4927",1990-07-25 06:00:00,NA,NA,NA,NA,NA
"4928",1990-07-25 07:00:00,NA,NA,NA,NA,NA
"4929",1990-07-25 08:00:00,NA,NA,NA,NA,NA
"4930",1990-07-25 09:00:00,NA,NA,NA,NA,NA
"4931",1990-07-25 10:00:00,NA,NA,NA,NA,NA
"4932",1990-07-25 11:00:00,NA,NA,NA,NA,NA
"4933",1990-07-25 12:00:00,NA,NA,NA,NA,NA
"4934",1990-07-25 13:00:00,NA,NA,NA,NA,NA
"4935",1990-07-25 14:00:00,NA,NA,NA,NA,NA
"4936",1990-07-25 15:00:00,NA,NA,NA,NA,NA
"4937",1990-07-25 16:00:00,NA,NA,NA,NA,NA
"4938",1990-07-25 17:00:00,NA,NA,NA,NA,NA
"4939",1990-07-25 18:00:00,NA,NA,NA,NA,NA
"4940",1990-07-25 19:00:00,NA,NA,NA,NA,NA
"4941",1990-07-25 20:00:00,NA,NA,NA,NA,NA
"4942",1990-07-25 21:00:00,NA,NA,NA,NA,NA
"4943",1990-07-25 22:00:00,NA,NA,NA,NA,NA
"4944",1990-07-25 23:00:00,NA,NA,NA,NA,NA
"4945",1990-07-26 00:00:00,NA,NA,NA,NA,NA
"4946",1990-07-26 01:00:00,NA,NA,NA,NA,NA
"4947",1990-07-26 02:00:00,NA,NA,NA,NA,NA
"4948",1990-07-26 03:00:00,NA,NA,NA,NA,NA
"4949",1990-07-26 04:00:00,NA,NA,NA,NA,NA
"4950",1990-07-26 05:00:00,NA,NA,NA,NA,NA
"4951",1990-07-26 06:00:00,NA,NA,NA,NA,NA
"4952",1990-07-26 07:00:00,NA,NA,NA,NA,NA
"4953",1990-07-26 08:00:00,NA,NA,NA,NA,NA
"4954",1990-07-26 09:00:00,NA,NA,NA,NA,NA
"4955",1990-07-26 10:00:00,NA,NA,NA,NA,NA
"4956",1990-07-26 11:00:00,NA,NA,NA,NA,NA
"4957",1990-07-26 12:00:00,NA,NA,NA,NA,NA
"4958",1990-07-26 13:00:00,NA,NA,NA,NA,NA
"4959",1990-07-26 14:00:00,NA,NA,NA,NA,NA
"4960",1990-07-26 15:00:00,NA,NA,NA,NA,NA
