"","dates","DOY","hour","forage.time.minute","forage.bout.minute","zen"
"4961",1990-07-26 16:00:00,NA,NA,NA,NA,NA
"4962",1990-07-26 17:00:00,NA,NA,NA,NA,NA
"4963",1990-07-26 18:00:00,NA,NA,NA,NA,NA
"4964",1990-07-26 19:00:00,NA,NA,NA,NA,NA
"4965",1990-07-26 20:00:00,NA,NA,NA,NA,NA
"4966",1990-07-26 21:00:00,NA,NA,NA,NA,NA
"4967",1990-07-26 22:00:00,NA,NA,NA,NA,NA
"4968",1990-07-26 23:00:00,NA,NA,NA,NA,NA
"4969",1990-07-27 00:00:00,NA,NA,NA,NA,NA
"4970",1990-07-27 01:00:00,NA,NA,NA,NA,NA
"4971",1990-07-27 02:00:00,NA,NA,NA,NA,NA
"4972",1990-07-27 03:00:00,NA,NA,NA,NA,NA
"4973",1990-07-27 04:00:00,NA,NA,NA,NA,NA
"4974",1990-07-27 05:00:00,NA,NA,NA,NA,NA
"4975",1990-07-27 06:00:00,NA,NA,NA,NA,NA
"4976",1990-07-27 07:00:00,NA,NA,NA,NA,NA
"4977",1990-07-27 08:00:00,NA,NA,NA,NA,NA
"4978",1990-07-27 09:00:00,NA,NA,NA,NA,NA
"4979",1990-07-27 10:00:00,NA,NA,NA,NA,NA
"4980",1990-07-27 11:00:00,NA,NA,NA,NA,NA
"4981",1990-07-27 12:00:00,NA,NA,NA,NA,NA
"4982",1990-07-27 13:00:00,NA,NA,NA,NA,NA
"4983",1990-07-27 14:00:00,NA,NA,NA,NA,NA
"4984",1990-07-27 15:00:00,NA,NA,NA,NA,NA
"4985",1990-07-27 16:00:00,NA,NA,NA,NA,NA
"4986",1990-07-27 17:00:00,NA,NA,NA,NA,NA
"4987",1990-07-27 18:00:00,NA,NA,NA,NA,NA
"4988",1990-07-27 19:00:00,NA,NA,NA,NA,NA
"4989",1990-07-27 20:00:00,NA,NA,NA,NA,NA
"4990",1990-07-27 21:00:00,NA,NA,NA,NA,NA
"4991",1990-07-27 22:00:00,NA,NA,NA,NA,NA
"4992",1990-07-27 23:00:00,NA,NA,NA,NA,NA
"4993",1990-07-28 00:00:00,NA,NA,NA,NA,NA
"4994",1990-07-28 01:00:00,NA,NA,NA,NA,NA
"4995",1990-07-28 02:00:00,NA,NA,NA,NA,NA
"4996",1990-07-28 03:00:00,NA,NA,NA,NA,NA
"4997",1990-07-28 04:00:00,NA,NA,NA,NA,NA
"4998",1990-07-28 05:00:00,NA,NA,NA,NA,NA
"4999",1990-07-28 06:00:00,NA,NA,NA,NA,NA
"5000",1990-07-28 07:00:00,NA,NA,NA,NA,NA
"5001",1990-07-28 08:00:00,NA,NA,NA,NA,NA
"5002",1990-07-28 09:00:00,NA,NA,NA,NA,NA
"5003",1990-07-28 10:00:00,NA,NA,NA,NA,NA
"5004",1990-07-28 11:00:00,NA,NA,NA,NA,NA
"5005",1990-07-28 12:00:00,NA,NA,NA,NA,NA
"5006",1990-07-28 13:00:00,NA,NA,NA,NA,NA
"5007",1990-07-28 14:00:00,NA,NA,NA,NA,NA
"5008",1990-07-28 15:00:00,NA,NA,NA,NA,NA
"5009",1990-07-28 16:00:00,NA,NA,NA,NA,NA
"5010",1990-07-28 17:00:00,NA,NA,NA,NA,NA
"5011",1990-07-28 18:00:00,NA,NA,NA,NA,NA
"5012",1990-07-28 19:00:00,NA,NA,NA,NA,NA
"5013",1990-07-28 20:00:00,NA,NA,NA,NA,NA
"5014",1990-07-28 21:00:00,NA,NA,NA,NA,NA
"5015",1990-07-28 22:00:00,NA,NA,NA,NA,NA
"5016",1990-07-28 23:00:00,NA,NA,NA,NA,NA
"5017",1990-07-29 00:00:00,NA,NA,NA,NA,NA
"5018",1990-07-29 01:00:00,NA,NA,NA,NA,NA
"5019",1990-07-29 02:00:00,NA,NA,NA,NA,NA
"5020",1990-07-29 03:00:00,NA,NA,NA,NA,NA
"5021",1990-07-29 04:00:00,NA,NA,NA,NA,NA
"5022",1990-07-29 05:00:00,NA,NA,NA,NA,NA
"5023",1990-07-29 06:00:00,NA,NA,NA,NA,NA
"5024",1990-07-29 07:00:00,NA,NA,NA,NA,NA
"5025",1990-07-29 08:00:00,NA,NA,NA,NA,NA
"5026",1990-07-29 09:00:00,NA,NA,NA,NA,NA
"5027",1990-07-29 10:00:00,NA,NA,NA,NA,NA
"5028",1990-07-29 11:00:00,NA,NA,NA,NA,NA
"5029",1990-07-29 12:00:00,NA,NA,NA,NA,NA
"5030",1990-07-29 13:00:00,NA,NA,NA,NA,NA
"5031",1990-07-29 14:00:00,NA,NA,NA,NA,NA
"5032",1990-07-29 15:00:00,NA,NA,NA,NA,NA
"5033",1990-07-29 16:00:00,NA,NA,NA,NA,NA
"5034",1990-07-29 17:00:00,NA,NA,NA,NA,NA
"5035",1990-07-29 18:00:00,NA,NA,NA,NA,NA
"5036",1990-07-29 19:00:00,NA,NA,NA,NA,NA
"5037",1990-07-29 20:00:00,NA,NA,NA,NA,NA
"5038",1990-07-29 21:00:00,NA,NA,NA,NA,NA
"5039",1990-07-29 22:00:00,NA,NA,NA,NA,NA
"5040",1990-07-29 23:00:00,NA,NA,NA,NA,NA
"5041",1990-07-30 00:00:00,NA,NA,NA,NA,NA
"5042",1990-07-30 01:00:00,NA,NA,NA,NA,NA
"5043",1990-07-30 02:00:00,NA,NA,NA,NA,NA
"5044",1990-07-30 03:00:00,NA,NA,NA,NA,NA
"5045",1990-07-30 04:00:00,NA,NA,NA,NA,NA
"5046",1990-07-30 05:00:00,NA,NA,NA,NA,NA
"5047",1990-07-30 06:00:00,NA,NA,NA,NA,NA
"5048",1990-07-30 07:00:00,NA,NA,NA,NA,NA
"5049",1990-07-30 08:00:00,NA,NA,NA,NA,NA
"5050",1990-07-30 09:00:00,NA,NA,NA,NA,NA
"5051",1990-07-30 10:00:00,NA,NA,NA,NA,NA
"5052",1990-07-30 11:00:00,NA,NA,NA,NA,NA
"5053",1990-07-30 12:00:00,NA,NA,NA,NA,NA
"5054",1990-07-30 13:00:00,NA,NA,NA,NA,NA
"5055",1990-07-30 14:00:00,NA,NA,NA,NA,NA
"5056",1990-07-30 15:00:00,NA,NA,NA,NA,NA
"5057",1990-07-30 16:00:00,NA,NA,NA,NA,NA
"5058",1990-07-30 17:00:00,NA,NA,NA,NA,NA
"5059",1990-07-30 18:00:00,NA,NA,NA,NA,NA
"5060",1990-07-30 19:00:00,NA,NA,NA,NA,NA
"5061",1990-07-30 20:00:00,NA,NA,NA,NA,NA
"5062",1990-07-30 21:00:00,NA,NA,NA,NA,NA
"5063",1990-07-30 22:00:00,NA,NA,NA,NA,NA
"5064",1990-07-30 23:00:00,NA,NA,NA,NA,NA
"5065",1990-07-31 00:00:00,NA,NA,NA,NA,NA
"5066",1990-07-31 01:00:00,NA,NA,NA,NA,NA
"5067",1990-07-31 02:00:00,NA,NA,NA,NA,NA
"5068",1990-07-31 03:00:00,NA,NA,NA,NA,NA
"5069",1990-07-31 04:00:00,NA,NA,NA,NA,NA
"5070",1990-07-31 05:00:00,NA,NA,NA,NA,NA
"5071",1990-07-31 06:00:00,NA,NA,NA,NA,NA
"5072",1990-07-31 07:00:00,NA,NA,NA,NA,NA
"5073",1990-07-31 08:00:00,NA,NA,NA,NA,NA
"5074",1990-07-31 09:00:00,NA,NA,NA,NA,NA
"5075",1990-07-31 10:00:00,NA,NA,NA,NA,NA
"5076",1990-07-31 11:00:00,NA,NA,NA,NA,NA
"5077",1990-07-31 12:00:00,NA,NA,NA,NA,NA
"5078",1990-07-31 13:00:00,NA,NA,NA,NA,NA
"5079",1990-07-31 14:00:00,NA,NA,NA,NA,NA
"5080",1990-07-31 15:00:00,NA,NA,NA,NA,NA
"5081",1990-07-31 16:00:00,NA,NA,NA,NA,NA
"5082",1990-07-31 17:00:00,NA,NA,NA,NA,NA
"5083",1990-07-31 18:00:00,NA,NA,NA,NA,NA
"5084",1990-07-31 19:00:00,NA,NA,NA,NA,NA
"5085",1990-07-31 20:00:00,NA,NA,NA,NA,NA
"5086",1990-07-31 21:00:00,NA,NA,NA,NA,NA
"5087",1990-07-31 22:00:00,NA,NA,NA,NA,NA
"5088",1990-07-31 23:00:00,NA,NA,NA,NA,NA
"5089",1990-08-01 00:00:00,NA,NA,NA,NA,NA
"5090",1990-08-01 01:00:00,NA,NA,NA,NA,NA
"5091",1990-08-01 02:00:00,NA,NA,NA,NA,NA
"5092",1990-08-01 03:00:00,NA,NA,NA,NA,NA
"5093",1990-08-01 04:00:00,NA,NA,NA,NA,NA
"5094",1990-08-01 05:00:00,NA,NA,NA,NA,NA
"5095",1990-08-01 06:00:00,NA,NA,NA,NA,NA
"5096",1990-08-01 07:00:00,NA,NA,NA,NA,NA
"5097",1990-08-01 08:00:00,NA,NA,NA,NA,NA
"5098",1990-08-01 09:00:00,NA,NA,NA,NA,NA
"5099",1990-08-01 10:00:00,NA,NA,NA,NA,NA
"5100",1990-08-01 11:00:00,NA,NA,NA,NA,NA
"5101",1990-08-01 12:00:00,NA,NA,NA,NA,NA
"5102",1990-08-01 13:00:00,NA,NA,NA,NA,NA
"5103",1990-08-01 14:00:00,NA,NA,NA,NA,NA
"5104",1990-08-01 15:00:00,NA,NA,NA,NA,NA
"5105",1990-08-01 16:00:00,NA,NA,NA,NA,NA
"5106",1990-08-01 17:00:00,NA,NA,NA,NA,NA
"5107",1990-08-01 18:00:00,NA,NA,NA,NA,NA
"5108",1990-08-01 19:00:00,NA,NA,NA,NA,NA
"5109",1990-08-01 20:00:00,NA,NA,NA,NA,NA
"5110",1990-08-01 21:00:00,NA,NA,NA,NA,NA
"5111",1990-08-01 22:00:00,NA,NA,NA,NA,NA
"5112",1990-08-01 23:00:00,NA,NA,NA,NA,NA
"5113",1990-08-02 00:00:00,NA,NA,NA,NA,NA
"5114",1990-08-02 01:00:00,NA,NA,NA,NA,NA
"5115",1990-08-02 02:00:00,NA,NA,NA,NA,NA
"5116",1990-08-02 03:00:00,NA,NA,NA,NA,NA
"5117",1990-08-02 04:00:00,NA,NA,NA,NA,NA
"5118",1990-08-02 05:00:00,NA,NA,NA,NA,NA
"5119",1990-08-02 06:00:00,NA,NA,NA,NA,NA
"5120",1990-08-02 07:00:00,NA,NA,NA,NA,NA
"5121",1990-08-02 08:00:00,NA,NA,NA,NA,NA
"5122",1990-08-02 09:00:00,NA,NA,NA,NA,NA
"5123",1990-08-02 10:00:00,NA,NA,NA,NA,NA
"5124",1990-08-02 11:00:00,NA,NA,NA,NA,NA
"5125",1990-08-02 12:00:00,NA,NA,NA,NA,NA
"5126",1990-08-02 13:00:00,NA,NA,NA,NA,NA
"5127",1990-08-02 14:00:00,NA,NA,NA,NA,NA
"5128",1990-08-02 15:00:00,NA,NA,NA,NA,NA
"5129",1990-08-02 16:00:00,NA,NA,NA,NA,NA
"5130",1990-08-02 17:00:00,NA,NA,NA,NA,NA
"5131",1990-08-02 18:00:00,NA,NA,NA,NA,NA
"5132",1990-08-02 19:00:00,NA,NA,NA,NA,NA
"5133",1990-08-02 20:00:00,NA,NA,NA,NA,NA
"5134",1990-08-02 21:00:00,NA,NA,NA,NA,NA
"5135",1990-08-02 22:00:00,NA,NA,NA,NA,NA
"5136",1990-08-02 23:00:00,NA,NA,NA,NA,NA
"5137",1990-08-03 00:00:00,NA,NA,NA,NA,NA
"5138",1990-08-03 01:00:00,NA,NA,NA,NA,NA
"5139",1990-08-03 02:00:00,NA,NA,NA,NA,NA
"5140",1990-08-03 03:00:00,NA,NA,NA,NA,NA
"5141",1990-08-03 04:00:00,NA,NA,NA,NA,NA
"5142",1990-08-03 05:00:00,NA,NA,NA,NA,NA
"5143",1990-08-03 06:00:00,NA,NA,NA,NA,NA
"5144",1990-08-03 07:00:00,NA,NA,NA,NA,NA
"5145",1990-08-03 08:00:00,NA,NA,NA,NA,NA
"5146",1990-08-03 09:00:00,NA,NA,NA,NA,NA
"5147",1990-08-03 10:00:00,NA,NA,NA,NA,NA
"5148",1990-08-03 11:00:00,NA,NA,NA,NA,NA
"5149",1990-08-03 12:00:00,NA,NA,NA,NA,NA
"5150",1990-08-03 13:00:00,NA,NA,NA,NA,NA
"5151",1990-08-03 14:00:00,NA,NA,NA,NA,NA
"5152",1990-08-03 15:00:00,NA,NA,NA,NA,NA
"5153",1990-08-03 16:00:00,NA,NA,NA,NA,NA
"5154",1990-08-03 17:00:00,NA,NA,NA,NA,NA
"5155",1990-08-03 18:00:00,NA,NA,NA,NA,NA
"5156",1990-08-03 19:00:00,NA,NA,NA,NA,NA
"5157",1990-08-03 20:00:00,NA,NA,NA,NA,NA
"5158",1990-08-03 21:00:00,NA,NA,NA,NA,NA
"5159",1990-08-03 22:00:00,NA,NA,NA,NA,NA
"5160",1990-08-03 23:00:00,NA,NA,NA,NA,NA
"5161",1990-08-04 00:00:00,NA,NA,NA,NA,NA
"5162",1990-08-04 01:00:00,NA,NA,NA,NA,NA
"5163",1990-08-04 02:00:00,NA,NA,NA,NA,NA
"5164",1990-08-04 03:00:00,NA,NA,NA,NA,NA
"5165",1990-08-04 04:00:00,NA,NA,NA,NA,NA
"5166",1990-08-04 05:00:00,NA,NA,NA,NA,NA
"5167",1990-08-04 06:00:00,NA,NA,NA,NA,NA
"5168",1990-08-04 07:00:00,NA,NA,NA,NA,NA
"5169",1990-08-04 08:00:00,NA,NA,NA,NA,NA
"5170",1990-08-04 09:00:00,NA,NA,NA,NA,NA
"5171",1990-08-04 10:00:00,NA,NA,NA,NA,NA
"5172",1990-08-04 11:00:00,NA,NA,NA,NA,NA
"5173",1990-08-04 12:00:00,NA,NA,NA,NA,NA
"5174",1990-08-04 13:00:00,NA,NA,NA,NA,NA
"5175",1990-08-04 14:00:00,NA,NA,NA,NA,NA
"5176",1990-08-04 15:00:00,NA,NA,NA,NA,NA
"5177",1990-08-04 16:00:00,NA,NA,NA,NA,NA
"5178",1990-08-04 17:00:00,NA,NA,NA,NA,NA
"5179",1990-08-04 18:00:00,NA,NA,NA,NA,NA
"5180",1990-08-04 19:00:00,NA,NA,NA,NA,NA
"5181",1990-08-04 20:00:00,NA,NA,NA,NA,NA
"5182",1990-08-04 21:00:00,NA,NA,NA,NA,NA
"5183",1990-08-04 22:00:00,NA,NA,NA,NA,NA
"5184",1990-08-04 23:00:00,NA,NA,NA,NA,NA
"5185",1990-08-05 00:00:00,NA,NA,NA,NA,NA
"5186",1990-08-05 01:00:00,NA,NA,NA,NA,NA
"5187",1990-08-05 02:00:00,NA,NA,NA,NA,NA
"5188",1990-08-05 03:00:00,NA,NA,NA,NA,NA
"5189",1990-08-05 04:00:00,NA,NA,NA,NA,NA
"5190",1990-08-05 05:00:00,NA,NA,NA,NA,NA
"5191",1990-08-05 06:00:00,NA,NA,NA,NA,NA
"5192",1990-08-05 07:00:00,NA,NA,NA,NA,NA
"5193",1990-08-05 08:00:00,NA,NA,NA,NA,NA
"5194",1990-08-05 09:00:00,NA,NA,NA,NA,NA
"5195",1990-08-05 10:00:00,NA,NA,NA,NA,NA
"5196",1990-08-05 11:00:00,NA,NA,NA,NA,NA
"5197",1990-08-05 12:00:00,NA,NA,NA,NA,NA
"5198",1990-08-05 13:00:00,NA,NA,NA,NA,NA
"5199",1990-08-05 14:00:00,NA,NA,NA,NA,NA
"5200",1990-08-05 15:00:00,NA,NA,NA,NA,NA
"5201",1990-08-05 16:00:00,NA,NA,NA,NA,NA
"5202",1990-08-05 17:00:00,NA,NA,NA,NA,NA
"5203",1990-08-05 18:00:00,NA,NA,NA,NA,NA
"5204",1990-08-05 19:00:00,NA,NA,NA,NA,NA
"5205",1990-08-05 20:00:00,NA,NA,NA,NA,NA
"5206",1990-08-05 21:00:00,NA,NA,NA,NA,NA
"5207",1990-08-05 22:00:00,NA,NA,NA,NA,NA
"5208",1990-08-05 23:00:00,NA,NA,NA,NA,NA
"5209",1990-08-06 00:00:00,NA,NA,NA,NA,NA
"5210",1990-08-06 01:00:00,NA,NA,NA,NA,NA
"5211",1990-08-06 02:00:00,NA,NA,NA,NA,NA
"5212",1990-08-06 03:00:00,NA,NA,NA,NA,NA
"5213",1990-08-06 04:00:00,NA,NA,NA,NA,NA
"5214",1990-08-06 05:00:00,NA,NA,NA,NA,NA
"5215",1990-08-06 06:00:00,NA,NA,NA,NA,NA
"5216",1990-08-06 07:00:00,NA,NA,NA,NA,NA
"5217",1990-08-06 08:00:00,NA,NA,NA,NA,NA
"5218",1990-08-06 09:00:00,NA,NA,NA,NA,NA
"5219",1990-08-06 10:00:00,NA,NA,NA,NA,NA
"5220",1990-08-06 11:00:00,NA,NA,NA,NA,NA
"5221",1990-08-06 12:00:00,NA,NA,NA,NA,NA
"5222",1990-08-06 13:00:00,NA,NA,NA,NA,NA
"5223",1990-08-06 14:00:00,NA,NA,NA,NA,NA
"5224",1990-08-06 15:00:00,NA,NA,NA,NA,NA
"5225",1990-08-06 16:00:00,NA,NA,NA,NA,NA
"5226",1990-08-06 17:00:00,NA,NA,NA,NA,NA
"5227",1990-08-06 18:00:00,NA,NA,NA,NA,NA
"5228",1990-08-06 19:00:00,NA,NA,NA,NA,NA
"5229",1990-08-06 20:00:00,NA,NA,NA,NA,NA
"5230",1990-08-06 21:00:00,NA,NA,NA,NA,NA
"5231",1990-08-06 22:00:00,NA,NA,NA,NA,NA
"5232",1990-08-06 23:00:00,NA,NA,NA,NA,NA
"5233",1990-08-07 00:00:00,NA,NA,NA,NA,NA
"5234",1990-08-07 01:00:00,NA,NA,NA,NA,NA
"5235",1990-08-07 02:00:00,NA,NA,NA,NA,NA
"5236",1990-08-07 03:00:00,NA,NA,NA,NA,NA
"5237",1990-08-07 04:00:00,NA,NA,NA,NA,NA
"5238",1990-08-07 05:00:00,NA,NA,NA,NA,NA
"5239",1990-08-07 06:00:00,NA,NA,NA,NA,NA
"5240",1990-08-07 07:00:00,NA,NA,NA,NA,NA
"5241",1990-08-07 08:00:00,NA,NA,NA,NA,NA
"5242",1990-08-07 09:00:00,NA,NA,NA,NA,NA
"5243",1990-08-07 10:00:00,NA,NA,NA,NA,NA
"5244",1990-08-07 11:00:00,NA,NA,NA,NA,NA
"5245",1990-08-07 12:00:00,NA,NA,NA,NA,NA
"5246",1990-08-07 13:00:00,NA,NA,NA,NA,NA
"5247",1990-08-07 14:00:00,NA,NA,NA,NA,NA
"5248",1990-08-07 15:00:00,NA,NA,NA,NA,NA
"5249",1990-08-07 16:00:00,NA,NA,NA,NA,NA
"5250",1990-08-07 17:00:00,NA,NA,NA,NA,NA
"5251",1990-08-07 18:00:00,NA,NA,NA,NA,NA
"5252",1990-08-07 19:00:00,NA,NA,NA,NA,NA
"5253",1990-08-07 20:00:00,NA,NA,NA,NA,NA
"5254",1990-08-07 21:00:00,NA,NA,NA,NA,NA
"5255",1990-08-07 22:00:00,NA,NA,NA,NA,NA
"5256",1990-08-07 23:00:00,NA,NA,NA,NA,NA
"5257",1990-08-08 00:00:00,NA,NA,NA,NA,NA
"5258",1990-08-08 01:00:00,NA,NA,NA,NA,NA
"5259",1990-08-08 02:00:00,NA,NA,NA,NA,NA
"5260",1990-08-08 03:00:00,NA,NA,NA,NA,NA
"5261",1990-08-08 04:00:00,NA,NA,NA,NA,NA
"5262",1990-08-08 05:00:00,NA,NA,NA,NA,NA
"5263",1990-08-08 06:00:00,NA,NA,NA,NA,NA
"5264",1990-08-08 07:00:00,NA,NA,NA,NA,NA
"5265",1990-08-08 08:00:00,NA,NA,NA,NA,NA
"5266",1990-08-08 09:00:00,NA,NA,NA,NA,NA
"5267",1990-08-08 10:00:00,NA,NA,NA,NA,NA
"5268",1990-08-08 11:00:00,NA,NA,NA,NA,NA
"5269",1990-08-08 12:00:00,NA,NA,NA,NA,NA
"5270",1990-08-08 13:00:00,NA,NA,NA,NA,NA
"5271",1990-08-08 14:00:00,NA,NA,NA,NA,NA
"5272",1990-08-08 15:00:00,NA,NA,NA,NA,NA
"5273",1990-08-08 16:00:00,NA,NA,NA,NA,NA
"5274",1990-08-08 17:00:00,NA,NA,NA,NA,NA
"5275",1990-08-08 18:00:00,NA,NA,NA,NA,NA
"5276",1990-08-08 19:00:00,NA,NA,NA,NA,NA
"5277",1990-08-08 20:00:00,NA,NA,NA,NA,NA
"5278",1990-08-08 21:00:00,NA,NA,NA,NA,NA
"5279",1990-08-08 22:00:00,NA,NA,NA,NA,NA
"5280",1990-08-08 23:00:00,NA,NA,NA,NA,NA
"5281",1990-08-09 00:00:00,NA,NA,NA,NA,NA
"5282",1990-08-09 01:00:00,NA,NA,NA,NA,NA
"5283",1990-08-09 02:00:00,NA,NA,NA,NA,NA
"5284",1990-08-09 03:00:00,NA,NA,NA,NA,NA
"5285",1990-08-09 04:00:00,NA,NA,NA,NA,NA
"5286",1990-08-09 05:00:00,NA,NA,NA,NA,NA
"5287",1990-08-09 06:00:00,NA,NA,NA,NA,NA
"5288",1990-08-09 07:00:00,NA,NA,NA,NA,NA
"5289",1990-08-09 08:00:00,NA,NA,NA,NA,NA
"5290",1990-08-09 09:00:00,NA,NA,NA,NA,NA
"5291",1990-08-09 10:00:00,NA,NA,NA,NA,NA
"5292",1990-08-09 11:00:00,NA,NA,NA,NA,NA
"5293",1990-08-09 12:00:00,NA,NA,NA,NA,NA
"5294",1990-08-09 13:00:00,NA,NA,NA,NA,NA
"5295",1990-08-09 14:00:00,NA,NA,NA,NA,NA
"5296",1990-08-09 15:00:00,NA,NA,NA,NA,NA
"5297",1990-08-09 16:00:00,NA,NA,NA,NA,NA
"5298",1990-08-09 17:00:00,NA,NA,NA,NA,NA
"5299",1990-08-09 18:00:00,NA,NA,NA,NA,NA
"5300",1990-08-09 19:00:00,NA,NA,NA,NA,NA
"5301",1990-08-09 20:00:00,NA,NA,NA,NA,NA
"5302",1990-08-09 21:00:00,NA,NA,NA,NA,NA
"5303",1990-08-09 22:00:00,NA,NA,NA,NA,NA
"5304",1990-08-09 23:00:00,NA,NA,NA,NA,NA
"5305",1990-08-10 00:00:00,NA,NA,NA,NA,NA
"5306",1990-08-10 01:00:00,NA,NA,NA,NA,NA
"5307",1990-08-10 02:00:00,NA,NA,NA,NA,NA
"5308",1990-08-10 03:00:00,NA,NA,NA,NA,NA
"5309",1990-08-10 04:00:00,NA,NA,NA,NA,NA
"5310",1990-08-10 05:00:00,NA,NA,NA,NA,NA
"5311",1990-08-10 06:00:00,NA,NA,NA,NA,NA
"5312",1990-08-10 07:00:00,NA,NA,NA,NA,NA
"5313",1990-08-10 08:00:00,NA,NA,NA,NA,NA
"5314",1990-08-10 09:00:00,NA,NA,NA,NA,NA
"5315",1990-08-10 10:00:00,NA,NA,NA,NA,NA
"5316",1990-08-10 11:00:00,NA,NA,NA,NA,NA
"5317",1990-08-10 12:00:00,NA,NA,NA,NA,NA
"5318",1990-08-10 13:00:00,NA,NA,NA,NA,NA
"5319",1990-08-10 14:00:00,NA,NA,NA,NA,NA
"5320",1990-08-10 15:00:00,NA,NA,NA,NA,NA
"5321",1990-08-10 16:00:00,NA,NA,NA,NA,NA
"5322",1990-08-10 17:00:00,NA,NA,NA,NA,NA
"5323",1990-08-10 18:00:00,NA,NA,NA,NA,NA
"5324",1990-08-10 19:00:00,NA,NA,NA,NA,NA
"5325",1990-08-10 20:00:00,NA,NA,NA,NA,NA
"5326",1990-08-10 21:00:00,NA,NA,NA,NA,NA
"5327",1990-08-10 22:00:00,NA,NA,NA,NA,NA
"5328",1990-08-10 23:00:00,NA,NA,NA,NA,NA
"5329",1990-08-11 00:00:00,NA,NA,NA,NA,NA
"5330",1990-08-11 01:00:00,NA,NA,NA,NA,NA
"5331",1990-08-11 02:00:00,NA,NA,NA,NA,NA
"5332",1990-08-11 03:00:00,NA,NA,NA,NA,NA
"5333",1990-08-11 04:00:00,NA,NA,NA,NA,NA
"5334",1990-08-11 05:00:00,NA,NA,NA,NA,NA
"5335",1990-08-11 06:00:00,NA,NA,NA,NA,NA
"5336",1990-08-11 07:00:00,NA,NA,NA,NA,NA
"5337",1990-08-11 08:00:00,NA,NA,NA,NA,NA
"5338",1990-08-11 09:00:00,NA,NA,NA,NA,NA
"5339",1990-08-11 10:00:00,NA,NA,NA,NA,NA
"5340",1990-08-11 11:00:00,NA,NA,NA,NA,NA
"5341",1990-08-11 12:00:00,NA,NA,NA,NA,NA
"5342",1990-08-11 13:00:00,NA,NA,NA,NA,NA
"5343",1990-08-11 14:00:00,NA,NA,NA,NA,NA
"5344",1990-08-11 15:00:00,NA,NA,NA,NA,NA
"5345",1990-08-11 16:00:00,NA,NA,NA,NA,NA
"5346",1990-08-11 17:00:00,NA,NA,NA,NA,NA
"5347",1990-08-11 18:00:00,NA,NA,NA,NA,NA
"5348",1990-08-11 19:00:00,NA,NA,NA,NA,NA
"5349",1990-08-11 20:00:00,NA,NA,NA,NA,NA
"5350",1990-08-11 21:00:00,NA,NA,NA,NA,NA
"5351",1990-08-11 22:00:00,NA,NA,NA,NA,NA
"5352",1990-08-11 23:00:00,NA,NA,NA,NA,NA
"5353",1990-08-12 00:00:00,NA,NA,NA,NA,NA
"5354",1990-08-12 01:00:00,NA,NA,NA,NA,NA
"5355",1990-08-12 02:00:00,NA,NA,NA,NA,NA
"5356",1990-08-12 03:00:00,NA,NA,NA,NA,NA
"5357",1990-08-12 04:00:00,NA,NA,NA,NA,NA
"5358",1990-08-12 05:00:00,NA,NA,NA,NA,NA
"5359",1990-08-12 06:00:00,NA,NA,NA,NA,NA
"5360",1990-08-12 07:00:00,NA,NA,NA,NA,NA
"5361",1990-08-12 08:00:00,NA,NA,NA,NA,NA
"5362",1990-08-12 09:00:00,NA,NA,NA,NA,NA
"5363",1990-08-12 10:00:00,NA,NA,NA,NA,NA
"5364",1990-08-12 11:00:00,NA,NA,NA,NA,NA
"5365",1990-08-12 12:00:00,NA,NA,NA,NA,NA
"5366",1990-08-12 13:00:00,NA,NA,NA,NA,NA
"5367",1990-08-12 14:00:00,NA,NA,NA,NA,NA
"5368",1990-08-12 15:00:00,NA,NA,NA,NA,NA
"5369",1990-08-12 16:00:00,NA,NA,NA,NA,NA
"5370",1990-08-12 17:00:00,NA,NA,NA,NA,NA
"5371",1990-08-12 18:00:00,NA,NA,NA,NA,NA
"5372",1990-08-12 19:00:00,NA,NA,NA,NA,NA
"5373",1990-08-12 20:00:00,NA,NA,NA,NA,NA
"5374",1990-08-12 21:00:00,NA,NA,NA,NA,NA
"5375",1990-08-12 22:00:00,NA,NA,NA,NA,NA
"5376",1990-08-12 23:00:00,NA,NA,NA,NA,NA
"5377",1990-08-13 00:00:00,NA,NA,NA,NA,NA
"5378",1990-08-13 01:00:00,NA,NA,NA,NA,NA
"5379",1990-08-13 02:00:00,NA,NA,NA,NA,NA
"5380",1990-08-13 03:00:00,NA,NA,NA,NA,NA
"5381",1990-08-13 04:00:00,NA,NA,NA,NA,NA
"5382",1990-08-13 05:00:00,NA,NA,NA,NA,NA
"5383",1990-08-13 06:00:00,NA,NA,NA,NA,NA
"5384",1990-08-13 07:00:00,NA,NA,NA,NA,NA
"5385",1990-08-13 08:00:00,NA,NA,NA,NA,NA
"5386",1990-08-13 09:00:00,NA,NA,NA,NA,NA
"5387",1990-08-13 10:00:00,NA,NA,NA,NA,NA
"5388",1990-08-13 11:00:00,NA,NA,NA,NA,NA
"5389",1990-08-13 12:00:00,NA,NA,NA,NA,NA
"5390",1990-08-13 13:00:00,NA,NA,NA,NA,NA
"5391",1990-08-13 14:00:00,NA,NA,NA,NA,NA
"5392",1990-08-13 15:00:00,NA,NA,NA,NA,NA
"5393",1990-08-13 16:00:00,NA,NA,NA,NA,NA
"5394",1990-08-13 17:00:00,NA,NA,NA,NA,NA
"5395",1990-08-13 18:00:00,NA,NA,NA,NA,NA
"5396",1990-08-13 19:00:00,NA,NA,NA,NA,NA
